index,Reference Number,Grid Ref: Easting,Grid Ref: Northing,Number of Vehicles,Expr1,Accident Date,Time (24hr),1st Road Class,Road Surface,Lighting Conditions,Weather Conditions,Casualty Class,Casualty Severity,Sex of Casualty,Age of Casualty,Type of Vehicle
2143,3B41069,426798,426674,2,Leeds 2016,04/11/2016,610,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Slight,Male,21,Pedal cycle
2144,3B41240,419520,441505,1,Leeds 2016,04/11/2016,1708,Unclassified,Dry,Daylight: street lights present,Unknown,Driver or rider,Slight,Female,87,Car
2145,3B41326,430398,427022,1,Leeds 2016,04/12/2016,1725,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Slight,Male,62,Car
2146,3B42162,429941,425134,2,Leeds 2016,04/11/2016,2244,A,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver or rider,Slight,Male,23,Car
2147,3B42296,438484,436400,3,Leeds 2016,04/11/2016,2340,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Slight,Male,-1,Car
2148,3B42296,438484,436400,3,Leeds 2016,04/11/2016,2340,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Slight,Male,39,Car
2149,3B42296,438484,436400,3,Leeds 2016,04/11/2016,2340,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Vehicle or pillion passenger,Slight,Female,32,Car
2150,3B50364,436029,435907,2,Leeds 2016,05/11/2016,642,A,Dry,Darkness: street lights present and lit,Unknown,Driver or rider,Slight,Male,22,Motorcycle over 50cc and up to 125cc
2151,3B50951,430975,440089,1,Leeds 2016,05/11/2016,1430,A,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Female,52,Car
2152,3B51014,425162,429001,2,Leeds 2016,05/11/2016,1505,A,Dry,Daylight: street lights present,Unknown,Driver or rider,Slight,Male,71,Pedal cycle
2153,3B51148,427015,433112,1,Leeds 2016,05/11/2016,1615,Unclassified,Dry,Daylight: street lights present,Fine with high winds,Pedestrian,Slight,Male,51,Car
2154,3B51456,444010,433772,1,Leeds 2016,05/11/2016,1840,Unclassified,Dry,Darkness: street lights present and lit,Fine with high winds,Pedestrian,Slight,Female,14,Car
2155,3B51465,429308,435027,1,Leeds 2016,05/11/2016,1847,A,Dry,Darkness: street lights present and lit,Unknown,Pedestrian,Serious,Female,20,Car
2156,3B60634,430062,433712,2,Leeds 2016,06/11/2016,1116,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,21,Pedal cycle
2157,3B60653,435294,428484,2,Leeds 2016,06/11/2016,1040,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,17,M/cycle 50cc and under
2158,3B60786,428756,432720,2,Leeds 2016,06/11/2016,1305,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver or rider,Slight,Male,42,Pedal cycle
2159,3B60860,421480,434420,1,Leeds 2016,06/11/2016,1345,B,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,82,Car
2160,3B61565,440487,433554,2,Leeds 2016,16/11/2016,1540,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,25,Pedal cycle
2161,3B61607,431139,434296,2,Leeds 2016,06/11/2016,2115,Unclassified,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Vehicle or pillion passenger,Slight,Female,20,Car
2162,3B61607,431139,434296,2,Leeds 2016,06/11/2016,2115,Unclassified,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Vehicle or pillion passenger,Slight,Male,30,Car
2163,3B70167,431077,430359,2,Leeds 2016,07/11/2016,725,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,48,Car
2164,3B70768,431317,429063,3,Leeds 2016,07/11/2016,1411,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,40,Car
2165,3B71247,428700,437062,2,Leeds 2016,05/11/2016,1800,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Slight,Male,24,Car
2166,3B71247,428700,437062,2,Leeds 2016,05/11/2016,1800,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Vehicle or pillion passenger,Slight,Female,51,Car
2167,3B71304,431752,434601,2,Leeds 2016,07/11/2016,1830,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Vehicle or pillion passenger,Slight,Female,53,Bus or coach (17 or more passenger seats)
2168,3B71577,427845,436278,1,Leeds 2016,07/11/2016,2050,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Slight,Female,21,Car
2169,3B80261,433045,435647,1,Leeds 2016,08/11/2016,826,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,15,Car
2170,3B80400,429203,434166,2,Leeds 2016,08/11/2016,1035,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Serious,Male,23,Pedal cycle
2171,3B90682,444754,431575,2,Leeds 2016,09/11/2016,1310,A,Wet / Damp,Daylight: street lights present,Snowing without high winds,Driver or rider,Slight,Male,61,Goods vehicle 7.5 tonnes mgw and over
2172,3B91785,426006,435581,2,Leeds 2016,09/11/2016,2200,Unclassified,Snow,Darkness: street lights present and lit,Unknown,Driver or rider,Slight,Male,21,Car
2173,3BA0141,434335,430251,2,Leeds 2016,10/11/2016,630,Motorway,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver or rider,Slight,Female,56,Car
2174,3BA1417,429267,430600,2,Leeds 2016,10/11/2016,1934,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Serious,Male,25,M/cycle 50cc and under
2175,3BB0187,425635,433081,2,Leeds 2016,11/11/2016,643,B,Dry,Darkness: street lights present and lit,Fine without high winds,Vehicle or pillion passenger,Slight,Female,53,Car
2176,3BB0187,425635,433081,2,Leeds 2016,11/11/2016,643,B,Dry,Darkness: street lights present and lit,Fine without high winds,Vehicle or pillion passenger,Slight,Female,35,Car
2177,3BB0187,425635,433081,2,Leeds 2016,11/11/2016,643,B,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Slight,Male,22,Car
2178,3BB0447,430869,434149,2,Leeds 2016,11/11/2016,1030,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Male,32,Goods vehicle 3.5 tonnes mgw and under
2179,3BB0675,428876,430996,2,Leeds 2016,11/11/2016,1230,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,32,M/cycle 50cc and under
2180,3BB0901,438710,436418,2,Leeds 2016,11/11/2016,1431,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver or rider,Serious,Male,32,Motorcycle over 500cc
2181,3BB1024,435333,437202,2,Leeds 2016,11/11/2016,1500,Unclassified,Dry,Daylight: street lights present,Unknown,Driver or rider,Slight,Male,47,Pedal cycle
2182,3BB1305,431965,430322,2,Leeds 2016,11/11/2016,1725,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Slight,Female,21,Car
2183,3BB1305,431965,430322,2,Leeds 2016,11/11/2016,1725,A,Dry,Darkness: street lights present and lit,Fine without high winds,Vehicle or pillion passenger,Slight,Female,20,Car
2184,3BB1460,428534,429913,2,Leeds 2016,11/11/2016,1845,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Slight,Male,40,Car
2185,3BB1460,428534,429913,2,Leeds 2016,11/11/2016,1845,A,Dry,Darkness: street lights present and lit,Fine without high winds,Vehicle or pillion passenger,Slight,Female,32,Car
2186,3BB1460,428534,429913,2,Leeds 2016,11/11/2016,1845,A,Dry,Darkness: street lights present and lit,Fine without high winds,Vehicle or pillion passenger,Slight,Female,22,Car
2187,3BB1460,428534,429913,2,Leeds 2016,11/11/2016,1845,A,Dry,Darkness: street lights present and lit,Fine without high winds,Vehicle or pillion passenger,Slight,Female,11,Car
2188,3BB1532,428504,433188,2,Leeds 2016,11/11/2016,1905,B,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Slight,Male,27,Car
2189,3BB1532,428504,433188,2,Leeds 2016,11/11/2016,1905,B,Dry,Darkness: street lights present and lit,Fine without high winds,Vehicle or pillion passenger,Slight,Female,22,Car
2190,3BC0124,434922,431248,2,Leeds 2016,12/11/2016,2000,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Slight,Female,23,Car
2191,3BC0124,434922,431248,2,Leeds 2016,12/11/2016,2000,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Vehicle or pillion passenger,Slight,Female,20,Car
2192,3BC0497,421579,441918,1,Leeds 2016,12/11/2016,1012,Unclassified,Wet / Damp,Daylight: street lights present,Unknown,Driver or rider,Slight,Male,18,Car
2193,3BC0497,421579,441918,1,Leeds 2016,12/11/2016,1012,Unclassified,Wet / Damp,Daylight: street lights present,Unknown,Vehicle or pillion passenger,Slight,Male,16,Car
2194,3BC0971,430369,433487,1,Leeds 2016,13/11/2016,1510,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Female,30,Bus or coach (17 or more passenger seats)
2195,3BC1523,426322,428490,2,Leeds 2016,12/11/2016,2015,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Vehicle or pillion passenger,Serious,Male,12,Car
2196,3BD0024,435336,425916,2,Leeds 2016,13/11/2016,15,Motorway,Dry,Darkness: no street lighting,Fine without high winds,Driver or rider,Slight,Female,40,Car
2197,3BD0722,435542,438369,2,Leeds 2016,13/11/2016,1245,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,56,Motorcycle over 500cc
2198,3BD1198,421615,428453,2,Leeds 2016,13/11/2016,1649,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Slight,Male,58,Car
2199,3BD1355,429354,435427,1,Leeds 2016,13/11/2016,1809,Unclassified,Dry,Darkness: street lights present and lit,Unknown,Pedestrian,Slight,Male,31,Car
2200,3BE0900,421539,428486,2,Leeds 2016,14/11/2016,1509,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,35,Car
2201,3BE1121,427310,431077,2,Leeds 2016,14/11/2016,1650,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Slight,Male,58,Pedal cycle
2202,3BE1843,427490,434585,3,Leeds 2016,14/11/2016,2325,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Fatal,Male,33,Pedal cycle
2203,3BE1843,427490,434585,3,Leeds 2016,14/11/2016,2325,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Serious,Male,22,Car
2204,3BF0214,428429,428746,2,Leeds 2016,15/11/2016,840,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,31,Motorcycle over 50cc and up to 125cc
2205,3BF0231,427701,434723,1,Leeds 2016,15/11/2016,720,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Female,14,Car
2206,3BF0359,429307,436104,1,Leeds 2016,15/11/2016,932,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,19,Car
2207,3BF0864,431017,428491,2,Leeds 2016,15/11/2016,1458,Unclassified,Dry,Daylight: street lights present,Unknown,Driver or rider,Slight,Male,44,Pedal cycle
2208,3BG0496,429908,430801,2,Leeds 2016,16/11/2016,1057,A,Wet / Damp,Daylight: street lights present,Raining without high winds,Vehicle or pillion passenger,Slight,Female,80,Car
2209,3BG0496,429908,430801,2,Leeds 2016,16/11/2016,1057,A,Wet / Damp,Daylight: street lights present,Raining without high winds,Vehicle or pillion passenger,Slight,Female,25,Car
2210,3BG1281,443088,440868,4,Leeds 2016,16/11/2016,1810,A(M),Dry,Darkness: no street lighting,Fine without high winds,Driver or rider,Slight,Female,34,Car
2211,3BG1281,443088,440868,4,Leeds 2016,16/11/2016,1810,A(M),Dry,Darkness: no street lighting,Fine without high winds,Driver or rider,Slight,Female,25,Car
2212,3BG1629,431755,427744,2,Leeds 2016,16/11/2016,2115,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Serious,Male,44,Motorcycle over 50cc and up to 125cc
2213,3BH0150,427746,430065,2,Leeds 2016,17/11/2016,500,Unclassified,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver or rider,Slight,Male,39,Pedal cycle
2214,3BH0189,437718,425303,10,Leeds 2016,17/11/2016,651,Motorway,Dry,Darkness: no street lighting,Fine without high winds,Driver or rider,Slight,Female,32,Car
2215,3BH0189,437718,425303,10,Leeds 2016,17/11/2016,651,Motorway,Dry,Darkness: no street lighting,Fine without high winds,Driver or rider,Slight,Male,44,Car
2216,3BH0260,429929,438749,2,Leeds 2016,17/11/2016,820,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,14,Pedal cycle
2217,3BH0287,439474,426147,2,Leeds 2016,17/11/2016,845,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,54,Car
2218,3BH1121,429098,435485,1,Leeds 2016,17/11/2016,1719,Unclassified,Wet / Damp,Darkness: street lights present and lit,Raining with high winds,Pedestrian,Serious,Female,27,Car
2219,3BH1171,429277,433992,1,Leeds 2016,17/11/2016,1740,Unclassified,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Pedestrian,Slight,Female,46,Car
2220,3BH1171,429277,433992,1,Leeds 2016,17/11/2016,1740,Unclassified,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Pedestrian,Slight,Female,45,Car
2221,3BH1227,430965,433433,1,Leeds 2016,17/11/2016,815,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,28,Car
2222,3BH1313,428583,435670,2,Leeds 2016,17/11/2016,1900,A,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver or rider,Slight,Male,28,Pedal cycle
2223,3BH1399,427401,435807,2,Leeds 2016,15/11/2016,1950,B,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver or rider,Slight,Female,57,Car
2224,3BI0482,429213,438668,2,Leeds 2016,18/11/2016,1100,Unclassified,Wet / Damp,Daylight: street lights present,Snowing without high winds,Driver or rider,Slight,Female,31,Car
2225,3BI0582,423891,434285,2,Leeds 2016,18/11/2016,1200,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,50,Car
2226,3BI0879,434778,438016,2,Leeds 2016,18/11/2016,1450,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,20,Car
2227,3BI1032,432678,437954,2,Leeds 2016,18/11/2016,1614,Unclassified,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver or rider,Slight,Male,24,Motorcycle over 50cc and up to 125cc
2228,3BI1116,430368,433926,1,Leeds 2016,17/11/2016,1740,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,48,Car
2229,3BI1135,434444,427966,2,Leeds 2016,18/11/2016,1710,Unclassified,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver or rider,Slight,Male,60,Pedal cycle
2230,3BI1257,419608,445156,1,Leeds 2016,18/11/2016,1700,A,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Pedestrian,Slight,Female,46,Car
2231,3BI1344,424228,428288,1,Leeds 2016,18/11/2016,1905,A,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Pedestrian,Serious,Male,14,Car
2232,3BJ0486,428925,433412,3,Leeds 2016,19/11/2016,1100,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,41,Car
2233,3BJ0491,442682,426423,1,Leeds 2016,19/11/2016,1110,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,20,Car
2234,3BJ0594,428030,431100,3,Leeds 2016,19/11/2016,1230,A,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver or rider,Slight,Male,28,Car
2235,3BJ0741,431592,439586,2,Leeds 2016,19/11/2016,1350,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver or rider,Slight,Female,44,Car
2236,3BJ0741,431592,439586,2,Leeds 2016,19/11/2016,1350,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver or rider,Slight,Male,90,Car
2237,3BJ0741,431592,439586,2,Leeds 2016,19/11/2016,1350,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Vehicle or pillion passenger,Slight,Female,84,Car
2238,3BJ0893,430113,434139,1,Leeds 2016,19/11/2016,1410,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,18,Bus or coach (17 or more passenger seats)
2239,3BJ1702,430144,433201,1,Leeds 2016,19/11/2016,2253,Unclassified,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Pedestrian,Slight,Female,79,Car
2240,3BK0718,430306,427711,2,Leeds 2016,20/11/2016,1215,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver or rider,Serious,Male,27,Motorcycle over 50cc and up to 125cc
2241,3BK0798,430773,433449,2,Leeds 2016,20/11/2016,1815,Unclassified,Wet / Damp,Darkness: street lights present and lit,Other,Driver or rider,Slight,Male,35,Car
2242,3BK0798,430773,433449,2,Leeds 2016,20/11/2016,1815,Unclassified,Wet / Damp,Darkness: street lights present and lit,Other,Vehicle or pillion passenger,Slight,Female,48,Car
2243,3BK0866,430647,436613,2,Leeds 2016,18/11/2016,800,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,31,Pedal cycle
